,speaker,background,speech,type,gender,debate,day,order,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment
7251,Elizabeth Warren,,"But understand this about the plan. I've been there. You know, I remember when I was a young mom. I had two little kids, and I had my first real university teaching job. It was hard work. I was excited. But it was childcare that nearly brought me down. We went through one childcare after another, and it just didn't work.",Candidate,female,7,1,426,,,,,,,0.04878472222222223
7252,Elizabeth Warren,,"If I hadn't been saved by my Aunt Bee — I was ready to quit my job. And I think about how many women of my generation just got knocked off the track and never got back on, how many of my daughter's generation get knocked off the track and don't get back on, how many mamas and daddies today are getting knocked off the track and never get back on.",Candidate,female,7,1,427,,,,,,,0.24285714285714285
7253,Elizabeth Warren,,"I have a two cent wealth tax so that we can cover childcare for all of our children, and provide universal pre-K for every 3-year-old and 4-year-old in America, and stop exploiting the people who do this valuable work, largely black and brown women. We can raise the wages of every childcare worker and preschool teacher in America. That's an investment in our babies. That's an investment in their mamas and their daddies. And it's an investment in our teachers and in our economy.",Candidate,female,7,1,428,,,America;America;,,,,-0.08333333333333333
7256,Elizabeth Warren,,It's what we need to do.,Candidate,female,7,1,431,,,,,,,0.0
7258,Bernie Sanders,,"Yeah. Let me pick up on this childcare thing. Every psychologist in the world knows zero through 4 are the most important years of human life, intellectually and emotionally. And yet our current childcare system is an embarrassment, it is unaffordable. Childcare workers are making wages lower than McDonald's workers.",Candidate,male,7,1,433,,McDonald's;,,,,,0.19999999999999998
7259,Bernie Sanders,,"We need to fundamentally change priorities in America. We should not be one of a few countries that does not have universal high-quality affordable childcare. We should not be one of the only major countries not to guarantee health care to all people as a human right. We should not be spending more than the 10 next countries on the military, hundreds of billions of dollars in subsidies for the fossil fuel industry, tax breaks for billionaires, and then tell the moms and dads in this country we cannot have high-quality affordable childcare.",Candidate,male,7,1,434,,,America;,,,,0.060912698412698404
7261,Bernie Sanders,,That is wrong.,Candidate,male,7,1,436,,,,,,,-0.5
7263,Joe Biden,,"There should be free universal infant care, but here's the deal. You know, I was a single parent, too. When my wife and daughter were killed, my two boys I had to raise. I was a senator, a young senator. I just hadn't been sworn in yet. And I was making $42,000 a year.",Candidate,male,7,1,438,,,,,,,0.04571428571428572
7264,Joe Biden,,"I commuted every single solitary day to Wilmington, Delaware, over 500 miles a day — excuse me, 250 miles a day, because I could not afford but for my family childcare. It was beyond my reach to be able to do it.",Candidate,male,7,1,439,,,Delaware;Wilmington;,,,,0.1261904761904762
7265,Joe Biden,,"And that's why there are several things we do. When I triple the amount of money for Title I schools, every child, 3, 4, and 5 years old, will, in fact, have full schooling. They'll go to school and after-school programs, which will release some of the burden.",Candidate,male,7,1,440,,Title;,,,,,0.15
7266,Joe Biden,,"Secondly, I think we should have an $8,000 tax credit which would put 7 million women back to work that could afford to go to work and still care for their children as an $8,000 tax credit. I also believe that we should, in fact, for people who, in fact, are not able to afford any of the infant care to be able to get that care.",Candidate,male,7,1,441,,,,,,,0.0625
7267,Joe Biden,,"But Bernie's right. We have to raise the salaries of the people who are doing the care. And I provide for that, as well. My time is up, I know, but I'm not going to go over like everybody.",Candidate,male,7,1,442,Bernie;,,,,,,0.2857142857142857
7270,Pete Buttigieg,,"Well, it's simple. We expect and hope for everyone to get through 12th grade. It's not the same for college. Now, again, I don't want cost ever to be a barrier to somebody seeking to attend college. And under my plan, it won't be.",Candidate,male,7,1,445,,,,,,,0.0
7271,Pete Buttigieg,,"As a matter of fact, for the first 80 percent of Americans by income, it is free at public colleges. But if you're in that top income bracket, don't get me wrong, I still wish you well. I hope you succeed when you go to college. I just need you to go ahead and pay that tuition, because we could be using those dollars for something else.",Candidate,male,7,1,446,,,,Americans;,,,0.12999999999999998
7272,Pete Buttigieg,,"There is a very real choice about what we do with every single taxpayer dollar that we raise, and we need to be using that to support everybody, whether you go to college or not, making sure that Americans can thrive, investing in infrastructure, and something that hasn't come up very much tonight but deserves a lot of attention, poverty.",Candidate,male,7,1,447,,,,Americans;,,,0.23714285714285716
7273,Pete Buttigieg,,"You know, the Poor People's Campaign is marching on Iowa right now calling on us to talk about this issue more. They are driven by their faith. I think because even though in politics we're supposed to talk middle class, they know there's no scripture that says as you've done unto the middle class, so you've done unto me.",Candidate,male,7,1,448,,the Poor People's Campaign;,Iowa;,,,,0.07714285714285714
7274,Pete Buttigieg,,We've got to be making sure that we target our tax dollars where they will make the biggest difference. And I don't think subsidizing the children of millionaires and billionaires to pay absolutely zero in tuition at public colleges is the best use of those scarce taxpayer dollars.,Candidate,male,7,1,449,,,,,,,0.425
7276,Elizabeth Warren,,"So, look, the way I think we need to do this is we need a wealth tax in America. We need to ask people with fortunes above $50 million to pay more. And that means that the lowliest millionaire that I would tax under this wealth tax would be paying about $19 million in the first year in taxes.",Candidate,female,7,1,451,,,America;,,,,0.25
7277,Elizabeth Warren,,"If he wants to send his kid to public university, then I'm OK with that, because what we really need to talk about is the bigger economic picture here. We need to be willing to put a wealth tax in place, to ask those giant corporations that are not paying to pay, because that's how we build an economy and, for those who want to talk about it, bring down the national debt.",Candidate,female,7,1,452,,,,,,,0.13271604938271603
7278,Elizabeth Warren,,"You do universal childcare and you've got a lot of mamas who can go to work, a lot of mamas who can finish their education. We make that investment in universal college. We've got a lot of people who...",Candidate,female,7,1,453,,,,,,,0.0
7281,Amy Klobuchar,,"Yeah, you know, I appreciate your thoughts, Elizabeth, but I want to step back. I actually think that some of our colleagues who want free college for all aren't actually thinking big enough.",Candidate,female,7,1,456,Elizabeth;,,,,,,0.06666666666666667
7282,Amy Klobuchar,,"I think what we have to look at is how we connect our education system with our economy. Where are our job openings? And what do we need? We are going to have over a million openings for home health care workers that we don't know how to fill in the next 10 years. We are going to have open 100,000 jobs for nursing assistants. We— as my union friends know — we're going to have over 70,000 openings for electricians.",Candidate,female,7,1,457,,,,,,,0.0
7283,Amy Klobuchar,,"We're not going to have a shortage of MBAs. We're going to have a shortage of plumbers. So when we look at that, then we step back. Where should our money go? It should go into K through 12. It should go into free one- and two-year degrees, like my dad got, like my sister got.",Candidate,female,7,1,458,,,,,,,0.2
7285,Amy Klobuchar,,"And then we should double the Pell grants, because we're going to need four-year degrees...",Candidate,female,7,1,460,,Pell;,,,,,0.0
7287,Amy Klobuchar,,"... so the money goes where it should go, instead of to rich kids going to college.",Candidate,female,7,1,462,,,,,,,0.375
7289,Tom Steyer,,"No. And let me say this. I was one of the people who talked about a wealth tax almost a year-and-a-half ago. I believe that the income inequality in this country is unbearable, unjust, and unsupportable, and the redistribution of wealth to the richest Americans from everyone else has to end. And I proposed a wealth tax almost a year-and-a-half ago to start to address it and to raise some of the money that we need.",Candidate,male,7,1,464,,,,Americans;,,,0.0
7290,Tom Steyer,,"But I want to go beyond this and go back to this question about education, because we're talking a lot about college. But, in fact, if you talk about the Poor People's Campaign, you have to realize that for the youngest kids, they are getting an education that's relative to the taxes in their neighborhoods. We need to redistribute money so every kid has a chance, so we're not legislating inequality for the next generation, and so we actually invest in every single kid, specifically poor kids, specifically black kids, specifically brown kids. We need to start using the money dramatically more for that.",Candidate,male,7,1,465,,the Poor People's Campaign;,,,,,-0.0597883597883598
